""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"Probable ATP-dependent RNA helicase DDX17 [DDX17 ...] [H3BLZ8 ...]"	26.66	1.308	4.44	0.00031	0.003351	19.69	0.00031	"Probable ATP-dependent RNA helicase DDX17 [DDX17 ...] [H3BLZ8 ...]"	25.9784882892625	25.8358453760704	25.4695943351916	26.4048202214002	26.2763249460527	27.3080236964548	25.7478517053409	25.3652839851934	25.6696182758637	27.1915964605793	26.9792413100726	27.0027798634234	27.5547159054724	27.8148823235281	27.5693572973235	27.3359584381273	26.9182545486848	27.4596956452844	18	1.30785	0.451571508235407	9	27.8616467266306	1.21311	1.14339	1.53319	1.1499	1.53856	0.261340000000001	1.58811	1.55297	1.79008	557
"Charged multivesicular body protein 1b [CHMP1B ...] [Q7LBR1 ...]"	24.92	1.319	4.42	0.00033	0.003447	19.51	0.00033	"Charged multivesicular body protein 1b [CHMP1B ...] [Q7LBR1 ...]"	23.981768799144	24.1580999962548	24.1028445274757	24.8319944134771	24.8942495390443	24.3230352274338	24.4808686725591	23.7790994007715	23.7643541112747	25.0857399212565	25.924080087219	25.7982922316309	26.2600591221747	25.827362113914	25.7816087754005	25.596522680012	24.8887873335944	25.0257168865734	18	1.31909555555556	0.286468540816924	9	26.1248466761323	1.10397	1.76598	1.69545	1.42807	0.933109999999999	1.45857	1.11565	1.10969	1.26137	558
"Rab11 family-interacting protein 1 [RAB11FIP1 ...] [Q6WKZ4 ...]"	21.22	1.343	1.78	0.09357	0.235662	3.17	0.09357	"Rab11 family-interacting protein 1 [RAB11FIP1 ...] [Q6WKZ4 ...]"	20.9011616666313	NA	19.9538870550363	20.9373139931088	22.016172285055	20.4350073750567	21.2766416769157	20.7771346134635	18.0669733037482	21.1758606615594	NA	22.3587758553254	21.4888112307696	23.3286451565242	21.1571465425849	21.7572143913848	21.8519048741588	21.9896046893934	16	1.34296	1.23935293508923	8	22.4144346366559	0.274699999999999	NA	2.40489	0.551500000000001	1.31248	0.722140000000003	0.48057	1.07477	3.92263	559
"Apoptotic chromatin condensation inducer in the nucleus [ACIN1 ...] [E7EQT4 ...]"	27.08	1.35	1.48	0.1553	0.320132	2.2	0.1553	"Apoptotic chromatin condensation inducer in the nucleus [ACIN1 ...] [E7EQT4 ...]"	26.9946535294544	27.3298468826814	27.4709888138911	26.001154222911	24.5285063965437	24.4766379416069	27.1189513018334	27.1729776482358	26.550442655656	25.9401264998291	29.5523519331882	29.3772695108806	27.2116887649732	25.2964350027787	25.2331291372993	29.1499745750338	28.923761170186	29.1056519653089	18	1.34958111111111	1.09771758828768	9	28.8864718653129	-1.05452	2.2225	1.90628	1.21054	0.76793	0.756489999999999	2.03102	1.75078	2.55521	560
"Prefoldin subunit 5 [PFDN5 ...] [Q99471 ...]"	24.27	1.36	1.74	0.09852	0.242916	3.03	0.09852	"Prefoldin subunit 5 [PFDN5 ...] [Q99471 ...]"	23.1111169163207	22.9071879199049	22.910980985187	23.9087117032184	24.1925069997311	25.0311410494092	22.5023432751413	23.7279726644832	23.980360236372	22.8870615336092	27.2155222400846	26.0704531079067	24.3091704966035	24.4964390304005	24.9157649579752	25.8490323555342	24.2568209246402	24.5111763043162	18	1.35990111111111	1.73125756378452	9	25.851697764615	-0.224059999999998	4.30833	3.15947	0.400460000000002	0.303930000000001	-0.115380000000002	3.34669	0.528850000000002	0.530819999999999	561
"Muscleblind-like protein 2 [MBNL2 ...] [Q5VZF2 ...]"	21	1.387	3.43	0.00339	0.020131	11.77	0.00339	"Muscleblind-like protein 2 [MBNL2 ...] [Q5VZF2 ...]"	NA	19.1066902592622	19.728016699718	21.2659029572054	19.73233085818	20.9674363869606	20.5217573426852	20.2633993931319	20.928711250745	NA	21.1125131799541	21.01875968879	21.6412998959438	22.2274005484782	22.0219591977171	21.7115894542754	21.7158465940837	22.005201116615	16	1.36754	0.642589343871451	8	22.0674707226138	NA	2.00582	1.29074	0.375400000000003	2.49507	1.05452	1.18983	1.45245	1.07649	562
"PERQ amino acid-rich with GYF domain-containing protein 2 [GIGYF2 ...] [I1E4Y6 ...]"	22.49	1.373	2.23	0.03898	0.121716	4.95	0.03898	"PERQ amino acid-rich with GYF domain-containing protein 2 [GIGYF2 ...] [I1E4Y6 ...]"	23.4228278799008	21.5626168716401	20.270169635718	22.5701589549141	22.6577243760923	22.9293501320691	20.3801052832955	21.5475260861712	20.8543960921047	23.7011736734054	23.2199678510984	22.5688008678715	24.052763313899	23.0745939395787	23.6364096296844	23.026757651722	23.0915195763191	22.1826897077027	18	1.37330888888889	0.80304258787197	9	23.8268127231806	0.27834	1.65735	2.29863	1.4826	0.416869999999999	0.707060000000002	2.64665	1.54399	1.32829	563
"Basic leucine zipper and W2 domain-containing protein 1 [BZW1 ...] [Q7L1Q6-3 ...]"	22.54	1.388	2.24	0.03757	0.120378	5.03	0.03757	"Basic leucine zipper and W2 domain-containing protein 1 [BZW1 ...] [Q7L1Q6-3 ...]"	22.199622383754	22.0932448962749	22.4056944197609	22.0363084942445	20.2047831635691	21.0901641563402	23.4481513321049	21.8547993164026	21.2825952231231	23.2973289544443	24.4649104843677	23.1691887672565	23.0072187948775	21.4867315265586	23.4030216311965	24.0872844757138	23.2009275606771	22.990736145283	18	1.388	0.627246052857249	9	23.9066784655552	1.09771	2.37167	0.763500000000001	0.97091	1.28195	2.31286	0.639130000000002	1.34613	1.70814	564
"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial [ISCU ...] [Q9H1K1 ...]"	24.31	1.414	2.45	0.02484	0.087693	5.98	0.02484	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial [ISCU ...] [Q9H1K1 ...]"	23.2199678510984	23.2953787861479	23.902564371279	22.9097208657885	23.004691291173	23.7418519146505	24.0196629002075	24.1391032097118	24.2135003874357	25.4288914757229	25.3206748260336	25.6222653247545	22.1821233879491	25.1586157502857	25.0735677569826	25.2914041468157	25.4385990656717	25.6558813647269	18	1.41395444444444	0.885572018614396	9	25.6584752676794	2.20892	2.02529	1.71971	-0.727599999999999	2.15393	1.33172	1.27174	1.2995	1.44238	565
"Platelet-activating factor acetylhydrolase IB subunit beta [PAFAH1B2 ...] [P68402 ...]"	23.05	1.427	2.02	0.05828	0.165127	4.08	0.05828	"Platelet-activating factor acetylhydrolase IB subunit beta [PAFAH1B2 ...] [P68402 ...]"	23.4117520239383	23.2514572332616	22.5749032690917	20.6685624295369	21.4335722057802	21.462312155691	23.0445990067598	22.5628977784109	22.6267541886147	24.3955940972077	24.5326192877954	25.0162140004151	24.1580999962548	21.3813112062516	22.2652685745317	22.6116905206284	24.8128478757898	24.7102280036513	18	1.42745222222222	1.25726231593468	9	24.5831066175169	0.983839999999997	1.28116	2.44131	3.48954	-0.0522600000000004	0.802960000000002	-0.43291	2.24995	2.08348	566
"Transcription factor AP-1 [JUN ...] [P05412 ...]"	28.28	1.43	6.19	1e-05	0.000173	38.32	1e-05	"Transcription factor AP-1 [JUN ...] [P05412 ...]"	27.0455698785169	27.5196726340961	27.4919394323793	27.6412958249684	26.9920588854349	27.2476267750113	28.4312063480069	27.8260998947759	27.8805847446329	29.004134704193	28.9136263875522	28.7333750257696	29.1805776613479	29.2338529296563	29.1779884044124	29.0130274218179	28.8114614282614	28.8816254135485	18	1.43040222222222	0.540676124097823	9	29.4745659343335	1.95856	1.39396	1.24144	1.53928	2.24179	1.93036	0.58182	0.98536	1.00105	567
"Elongation factor 1-beta [EEF1B2 ...] [P24534 ...]"	25.44	1.452	3.07	0.00658	0.030736	9.41	0.00658	"Elongation factor 1-beta [EEF1B2 ...] [P24534 ...]"	24.8252942376146	25.25018484197	25.2824759695327	23.8404211592877	23.6901225873834	24.229838172888	25.0533284345995	25.0721106899112	25.1355719825185	25.5708637396401	26.9946535294544	26.9119287768432	24.3698551488289	25.0297713572837	25.2520943005555	26.9842754301912	27.1388451442285	27.198915450767	18	1.45243	0.575058759541145	9	26.8727239630209	0.745570000000001	1.74447	1.62945	0.529439999999997	1.33965	1.02225	1.93095	2.06674	2.06335	568
"DnaJ homolog subfamily B member 1 [DNAJB1 ...] [P25685 ...]"	23.77	1.467	4.1	0.00066	0.005321	16.81	0.00066	"DnaJ homolog subfamily B member 1 [DNAJB1 ...] [P25685 ...]"	22.932980737697	22.2153586216832	22.776076508775	23.4796776552563	22.7813868811485	24.0907539550706	22.8249393704395	22.7527469718059	23.5115821492386	23.4974800423093	24.1073721481374	24.3334941546725	24.8147702175306	25.087092008895	24.9260400900281	24.2962071623039	24.5259143708138	24.9758383375946	18	1.46652111111111	0.526420317152664	9	25.0337214076518	0.564499999999999	1.89201	1.55741	1.33509	2.3057	0.835290000000001	1.47127	1.77316	1.46426	569
"RNA-binding protein 4 [RBM4 ...] [Q9BWF3 ...]"	25.32	1.467	2.6	0.01806	0.069083	6.75	0.01806	"RNA-binding protein 4 [RBM4 ...] [Q9BWF3 ...]"	24.3516681844938	24.0760385907156	24.4695163921209	24.0566524351173	24.9891256396653	24.4820530982044	25.2624786029417	24.7190136380865	24.8717827585393	27.3192095405473	27.4682780320486	27.496707938764	24.6574325064286	24.9694484337209	24.8152589072733	25.5658507163716	27.3913343225145	24.7984331299331	18	1.46706888888889	1.49239344759052	9	26.8926269189928	2.96754	3.39224	3.02719	0.60078	-0.019680000000001	0.333209999999998	0.303370000000001	2.67232	-0.0733500000000014	570
"RNA-binding motif protein, X chromosome [RBMX ...] [P38159 ...]"	27.56	1.47	4.96	1e-04	0.001353	24.56	1e-04	"RNA-binding motif protein, X chromosome [RBMX ...] [P38159 ...]"	26.7178986351505	26.8154931383895	26.7940908670045	27.4098049779002	27.0735145407432	27.1840943531786	26.3910033586495	26.608068423156	26.3955629233573	27.9893699724468	27.4895431980151	27.9924550182607	28.7996110365934	28.8011097333584	29.091893569594	27.907726237492	27.7031779419515	28.846207451448	18	1.47017666666667	0.514245904577761	9	28.824180142943	1.27147	0.674050000000001	1.19837	1.38981	1.7276	1.9078	1.51673	1.09511	2.45065	571
"Polyadenylate-binding protein 1 [PABPC1 ...] [P11940 ...]"	29.12	1.475	6.37	1e-05	0.000141	40.63	1e-05	"Polyadenylate-binding protein 1 [PABPC1 ...] [P11940 ...]"	28.0894913512753	28.1941345168845	27.5612923326993	28.7636909030926	28.8367419361262	28.8335442704564	28.1590551660978	28.2093254557319	28.7729836694977	29.7377871431861	29.7367490500664	29.55518640794	30.2809124925828	30.1185804531107	30.1153260765334	29.6135419167387	29.6684306655728	29.8666790798611	18	1.47477222222222	0.256502701242003	9	30.3289972996468	1.6483	1.54262	1.9939	1.51722	1.28184	1.28179	1.45448	1.4591	1.0937	572
"Hematological and neurological expressed 1-like protein [HN1L ...] [B4DLH4 ...]"	24.49	1.478	1.78	0.09231	0.234418	3.16	0.09231	"Hematological and neurological expressed 1-like protein [HN1L ...] [B4DLH4 ...]"	22.2544017715843	23.1840702170276	23.5397688054216	24.5671390086005	24.3317753208862	23.7245730115402	23.8084739985026	24.6631110079732	23.6653236125042	22.3871643562633	27.0117696639198	23.2223698335822	25.9415657517593	26.6463591487343	25.7670518630104	25.2505103350181	25.5786763364022	25.2392499726309	18	1.47845444444444	1.22015745664352	9	26.1013533942548	0.132760000000001	3.8277	-0.317399999999999	1.37443	2.31458	2.04248	1.44204	0.915569999999999	1.57393	573
"Pre-mRNA-splicing factor CWC25 homolog [CWC25 ...] [Q9NXE8 ...]"	22.19	1.487	1.34	0.19576	0.377933	1.8	0.19576	"Pre-mRNA-splicing factor CWC25 homolog [CWC25 ...] [Q9NXE8 ...]"	21.7980695501777	22.6255806390158	21.7957886094754	20.2080443782032	23.0159393951637	22.5388373473775	22.8138908335338	18.0657231439529	20.1201439707223	23.0677666842088	23.207944851496	22.9255615496812	21.9514402102106	24.7193441763604	24.3266988045461	24.127138372946	20.7370904286073	21.3050510991764	18	1.48733555555556	0.58314572216366	9	23.8925814839167	1.2697	0.582360000000001	1.12977	1.7434	1.7034	1.78786	1.31325	2.67137	1.18491	574
"Pre-mRNA-splicing factor SPF27 [BCAS2 ...] [O75934 ...]"	24.1	1.498	3.18	0.00513	0.025748	10.12	0.00513	"Pre-mRNA-splicing factor SPF27 [BCAS2 ...] [O75934 ...]"	24.6166681388393	23.0187090974943	22.3871643562633	23.4548755169525	23.1273546870465	23.1474532242991	24.1932063544797	23.3328132382164	22.8825733497822	25.5499958597449	24.4092018664396	24.4064404809657	25.3340645666141	24.8725376820396	25.457524497756	25.0095717749572	24.2783513787598	24.327017358221	18	1.49821	0.529234655847479	9	25.3875138113785	0.933330000000002	1.39049	2.01928	1.87918	1.74519	2.31007	0.81636	0.945540000000001	1.44445	575
"Transcription factor jun-D [JUND ...] [P17535 ...]"	23.35	1.518	3.39	0.00324	0.01943	11.48	0.00324	"Transcription factor jun-D [JUND ...] [P17535 ...]"	22.9591684607998	22.7967567539175	21.5562460922477	22.9189414445498	22.3932795303301	23.7047510444509	22.4597919034111	21.9896046893934	22.5688008678715	24.2881258703967	24.6348330310718	23.3605217099607	24.8971482202148	24.0257402757795	25.1876726837388	23.528445650216	23.512240454414	23.5740388355879	18	1.51793666666667	0.337473541222124	9	24.6816362386486	1.32896	1.83807	1.80427	1.97821	1.63246	1.48292	1.06866	1.52264	1.00524	576
"Ataxin-2-like protein [ATXN2L ...] [Q8WWM7 ...]"	26.24	1.531	3.46	0.00279	0.017778	11.94	0.00279	"Ataxin-2-like protein [ATXN2L ...] [Q8WWM7 ...]"	25.2390107456147	26.7378572767902	25.305660474832	25.4749942560316	26.1910905597932	24.5813023388097	25.6472359731825	25.3532317395849	24.7526978408935	27.3991098643963	27.3346743761734	27.3419009574024	27.0404803954727	27.0735145407432	26.0087338396912	27.444478360171	26.6112505550043	26.8048242216434	18	1.53065222222222	0.544665531422216	9	27.5186774344169	2.1601	0.596809999999998	2.03624	1.56549	0.88242	1.42743	1.79724	1.25802	2.05212	577
" [ ...] [P06748-3 ...]"	19.93	1.544	2.31	0.0345	0.112324	5.33	0.0345	" [ ...] [P06748-3 ...]"	19.9553637357429	19.958331988054	20.6631952895361	18.6874836930806	17.4498960615719	17.4498960615719	19.7173565071669	NA	19.4397619532468	18.6829091391772	21.2599479528898	21.3086765244548	20.3390542593042	20.665869854268	20.9387647085159	20.9216726433564	NA	21.4994002515459	16	1.536875	1.50089878041697	8	21.1898971130637	-1.27245	1.30162	0.645479999999999	1.65157	3.21597	3.48886	1.20431	NA	2.05964	578
"Protein FAM168A [FAM168A ...] [Q92567 ...]"	22.13	1.461	4.91	0.00034	0.003453	24.14	0.00034	"Protein FAM168A [FAM168A ...] [Q92567 ...]"	NA	NA	21.452464282572	21.9056962731473	21.5845993503977	NA	20.7757246195732	20.8917485465639	21.5519662870633	NA	NA	22.5524236232658	22.7305196271631	23.1694750864504	NA	23.2874296490893	22.7883058505892	22.863864625224	12	1.53830333333333	0.605062658926055	6	22.7710498969727	NA	NA	1.09996	0.824819999999999	1.58488	NA	2.51171	1.89656	1.31189	579
"Eukaryotic initiation factor 4A-I [EIF4A1 ...] [P60842 ...]"	23.4	1.575	2.83	0.011	0.047411	8.02	0.011	"Eukaryotic initiation factor 4A-I [EIF4A1 ...] [P60842 ...]"	22.0482196650735	23.4518770408851	23.0355434073243	22.8471564508014	22.4922877878595	21.7132009139768	22.3694081651003	22.6058554251875	22.9490789144832	23.5556708422096	25.9364581878689	24.6211069062035	24.3350979202481	23.707702201671	22.697048239275	23.6367881839933	24.6576524068139	24.5373154868247	18	1.57469	0.452836399707444	9	24.8334540170749	1.50745	2.48458	1.58557	1.48794	1.21541	0.98385	1.26738	2.05179	1.58824	580
"Homeobox protein TGIF1 [TGIF1 ...] [Q15583 ...]"	23.52	1.603	4.92	0.00011	0.001411	24.18	0.00011	"Homeobox protein TGIF1 [TGIF1 ...] [Q15583 ...]"	22.5456646216932	22.5971208498206	21.3371902723158	22.8602145970105	22.8544596335544	22.4515293482414	23.7128833247837	22.9564816258859	23.1140983927454	23.7723328487936	23.981768799144	24.443014616705	24.4643112719677	24.356143120226	24.3341728269384	24.4754421012159	24.5336746623014	24.4986289577712	18	1.60331555555556	0.641382122862634	9	24.7717987145859	1.22667	1.38465	3.10582	1.6041	1.50168	1.88264	0.762560000000001	1.57719	1.38453	581
"Hematopoietic lineage cell-specific protein [HCLS1 ...] [P14317 ...]"	28.98	1.604	6.15	1e-05	0.000182	37.8	1e-05	"Hematopoietic lineage cell-specific protein [HCLS1 ...] [P14317 ...]"	28.5720839115423	28.8351457904053	28.5262585004991	27.5178968036482	27.7348097124699	27.5178968036482	28.5384618990168	28.1811640331779	28.1776561069027	30.120731897158	30.1196579770138	30.286533060666	29.1384566288392	29.298179311529	28.952811762909	30.0012186032156	30.126048069016	29.9973331133164	18	1.60439888888889	0.206984631279985	9	30.2638178669173	1.54865	1.28451	1.76027	1.62056	1.56337	1.43491	1.46276	1.94489	1.81967	582
"Lamin-B1 [LMNB1 ...] [P20700 ...]"	28.36	1.608	5.77	2e-05	0.000335	33.28	2e-05	"Lamin-B1 [LMNB1 ...] [P20700 ...]"	27.9307423305494	27.9858784840692	27.9747330113213	27.2865951416849	27.5060507017981	27.4348919787693	27.3913343225145	27.2118434827018	27.2442256830269	29.5532999180551	29.5019839889149	29.5048212775659	28.8719857640667	27.892427330485	29.2292446145112	29.3857719281065	29.3102133699723	29.1895045762478	18	1.60810555555556	0.505701257391928	9	29.6286688388027	1.62256	1.5161	1.53009	1.58539	0.386380000000003	1.79435	1.99444	2.09837	1.94527	583
"Protein S100-A11 [S100A11 ...] [P31949 ...]"	27.07	1.722	2.35	0.03024	0.101697	5.52	0.03024	"Protein S100-A11 [S100A11 ...] [P31949 ...]"	26.1335830526086	25.5491268485434	26.0535578162347	26.2953056177444	26.5401834983177	26.6535408119942	25.9879286107571	26.185276270282	26.4872878555312	26.3427946866382	29.0028472923329	29.0531095580923	28.5188380138038	26.9767240003627	28.1406409294344	28.7438007341406	28.8829842364439	25.7193007810244	18	1.72169222222222	1.4620006208085	9	28.6177766667752	0.209210000000002	3.45372	2.99955	2.22353	0.436540000000001	1.4871	2.75587	2.6977	-0.767990000000001	584
"DnaJ homolog subfamily A member 1 [DNAJA1 ...] [P31689 ...]"	21.14	1.873	3.45	0.00384	0.021787	11.9	0.00384	"DnaJ homolog subfamily A member 1 [DNAJA1 ...] [P31689 ...]"	21.1982590554851	20.4335915003095	20.7458120980808	20.9068856042884	19.9568453717539	NA	NA	19.9480293913697	18.438475761023	22.5296041204906	21.819013020015	21.895172112371	23.1840702170276	22.4624650286009	NA	NA	20.8483340001022	21.5954792676352	14	1.81517428571429	0.835638358359586	7	22.2194999586808	1.33134	1.38542	1.14936	2.27718	2.50562	NA	NA	0.900300000000001	3.157	585
"Probable ATP-dependent RNA helicase DDX5 [DDX5 ...] [P17844 ...]"	27.19	1.863	8.18	0	7e-06	66.9	0	"Probable ATP-dependent RNA helicase DDX5 [DDX5 ...] [P17844 ...]"	26.0236969176391	25.7905413036184	25.9401264998291	26.7637862598701	26.8898322677251	26.8541405412882	26.0295230194562	25.984491979457	26.0394792690573	27.8376714526609	27.6688744747853	27.822443159601	28.7227740954093	28.7668092810809	28.5138493111126	27.9256765155322	27.8856789878807	27.9393658349593	18	1.86305777777778	0.084900791041335	9	28.52986214523	1.81397	1.87833	1.88231	1.95898	1.87698	1.65971	1.89616	1.90119	1.89989	586
"Transcription factor MafF [MAFF ...] [Q9ULX9 ...]"	25	1.952	3.7	0.00162	0.011629	13.7	0.00162	"Transcription factor MafF [MAFF ...] [Q9ULX9 ...]"	23.5589896428787	22.7305196271631	22.1962131961343	24.9205375411498	25.1383241147249	24.8790816544676	24.5259143708138	23.6255634384899	24.6630744284689	25.1462912724196	24.6685519794713	24.5686322663759	26.8562518200118	27.1169697450951	27.0179059609457	26.3263534872413	25.6790871699393	26.428686783063	18	1.95228111111111	0.227445276519674	9	26.5868414083749	1.5873	1.93803	2.37242	1.93571	1.97865	2.13883	1.80044	2.05353	1.76562	587
"Interferon regulatory factor 4 [IRF4 ...] [H0Y5H1 ...]"	22.35	1.985	3.94	0.00094	0.007225	15.53	0.00094	"Interferon regulatory factor 4 [IRF4 ...] [H0Y5H1 ...]"	20.5323519906527	20.7511154594513	22.2097042629746	21.889752460147	21.3424202537144	22.0363084942445	21.328133698218	21.0481619970812	21.0514939248145	22.6511109873846	22.922061258559	24.4528990872263	23.7106776466586	23.2111407317494	23.5250742850774	22.5102567448919	24.2678385713306	22.8043799489195	18	1.98511222222222	0.57322952211086	9	23.8110559362794	2.11876	2.17094	2.2432	1.82093	1.86872	1.48876	1.18213	3.21968	1.75289	588
"NF-kappa-B inhibitor zeta [NFKBIZ ...] [Q9BYH8 ...]"	26.58	2.108	6.93	0	4.9e-05	48.05	0	"NF-kappa-B inhibitor zeta [NFKBIZ ...] [Q9BYH8 ...]"	24.5876350559454	25.8029209238684	25.4404931542118	25.1494816954208	26.0483883638401	26.3050515210586	25.5892703359176	25.3309073773876	25.4372166642396	27.2041903883672	27.1768216307297	27.3608769701524	27.9858784840692	27.8527079567743	28.082055070493	27.5956732733388	27.6809768997038	27.7243853157081	18	2.10802333333333	0.456356252833245	9	27.9709461825223	2.61655	1.3739	1.92039	2.8364	1.80432	1.77701	2.0064	2.35007	2.28717	589
